gvkey,datadate,fyear,datafmt,tic,conm,acctchg,ajex,ajp,curncd,currtr,fyr,acdo,aco,acodo,acominc,acox,acqic,acqintan,acqinvt,acqppe,acqsc,act,aldo,am,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,at,aul3,bast,bastr,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,cogs,cshfd,cshi,csho,cshpri,cshr,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvp,dvpa,dvt,dxd2,dxd3,dxd4,dxd5,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esub,esubc,exre,fatb,fatc,fate,fatl,fato,fatp,fca,fiao,fincf,fopo,fopox,gdwl,gdwlia,gdwlid,gdwlieps,gdwlip,gla,glcea,glced,glceeps,glcep,gld,gleps,glp,gp,hedgegl,ib,ibadj,ibc,ibcom,ibmii,icapt,idit,intan,intano,intc,intpn,invch,invfg,invo,invrm,invt,invwip,irent,itcb,itci,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lno,lo,lol2,loxdr,lqpl1,lse,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,ni,niadj,nipfc,nipfp,nopi,nopio,np,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,pi,pidom,pifo,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,reuna,reunr,revt,rra,rrd,rreps,rrp,sale,salepfc,salepfp,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,sstk,stkco,stkcpa,teq,tfva,tfvce,tfvl,tlcf,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,wcap,wda,wdd,wdeps,wdp,xacc,xad,xido,xidoc,xint,xintd,xopr,xpp,xpr,xrd,xrent,xsga,dlrsn,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,spcsrc
16416,12/31/10,2010,STD,RKUS,RUCKUS WIRELESS INC, ,1,1,USD,1,12,0,2.369,2.369,0,2.369, , , , , ,26.922,0,0,0,0.381,0,0,0,0,0.381,0,0.371,0.381,7.732,5.255, ,0, , , , ,0, ,29.79,0, , , ,4.634,1.555,1.555,-54.835, , ,1.891,1.891,-8.706,-4.404,-4.404,0,0,0,0,0,0,-4.404,0,0,0,0,34.605,73.686,15.132,15.132,73.686, ,0.015,0.001,0, ,0,0,51.257, ,0,0,0,0,1.539, , , , ,0,-4.404,1.539, ,0,8.49,8.49,0.776,8.49,0,0,0,0,1.139,2.748,1.139,2.748,8.173,2.107,0, , , , ,0,0,0,0,0,0, , , , ,-2.927,-1.788, ,-0.06,-0.06,-0.06,-0.06,0,0,0,0,0,3.861,0.674,0.7,0, ,0,-0.525,1.317,1.317,0, , , , , , , , , , , , ,40.884, ,-4.404,-4.404,-4.404,-4.404,-4.404,4.912, ,0,0,0,0.766,-9.514, , , ,12.186, , ,0, ,0,0,0,0,-1.555,0,0,13.233,8.173,0,22.504,0,0,2.374,0,0.267,0.182,29.79,33.368,0,0,0,0,0, , , , , , , ,0,-4.404,-4.404, , ,-0.29,-0.29,0, , , ,-6.626, ,-2.927,-1.788,-0.06,-0.06, ,0, , , , ,6.16, ,14.221, , , ,0.61, , ,2.28,69.9,-4.228,-4.44,0.212,0,0,0, , , , , , , , ,0,5.235,2.487,5.235,0,0,0,43.285, ,51.257,51.257,51.561,0,51.257,51.561, , , , , ,0,0,0,0,-59.484, ,0,-0.81,0,0.066,10.476,0,10.476, ,-59.484, ,75.489, , , , ,75.489, , ,-3.578,0, , , , ,0,-4.404,-0.06,-0.06,0, , , , ,0,0.02,0.251,1.213, ,-3.578,0, ,0.182, ,0,0, ,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0.169,0,0,0,0,0,0,0.092,0,0.007,0.176,0,0.517,0.675, , ,0,0.158,0,0,0,0, , , ,4.418, , , , ,5.06, ,0,0,1.011, ,77.277, ,0,19.256,0.7,42.672, ,4520,452010,45,45201020,3342,3576, , , 
138501,12/31/11,2011,SUMM_STD,CRNT,CERAGON NETWORKS LTD, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,411.158, , , , , ,14.447, , , , , , , , , , , , , , , , , , , , ,288.056,35.975, , ,35.975, , , , , , , , , , , , , , , , , , , , , , , , , , ,26.768, , , , ,14.392, , , , , , , , , , , , , , , , , , , , , , ,1.167,-1.49,-1.49,-1.49,-1.49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-53.654, , , ,-53.654, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-53.654, , , ,-41.911, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-51.395, , , , , , , , , , , , , , , ,30.465, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-130.523, , , , , , ,445.269, , ,161.051, , , , , , , , , , , , , , , , , , , ,161.051, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.259, , , , , , , , , , , , , , ,154.987, , , , , , ,0, ,3.448, , , , , , ,148.857, ,4520,452010,45,45201020,334220,3663,180,940, 
16416,12/31/11,2011,STD,RKUS,RUCKUS WIRELESS INC, ,1,1,USD,1,12,0,3.129,3.129,0,3.129, , , , , ,45.656,0,0.3,0,0.137,0,0,0,0,0.137,0,6.616,0.137,11.319,7.485,-0.195,6,0,0, ,-0.3,0, ,65.69,0, , , ,10.537,3.664,3.664,-44.743, , ,11.2,11.2,9.309,4.186,4.186,0,0,0,0,0,0,4.186,0,0,0,0,45.135,73.686,18.273,18.273,73.686, ,0.018,0.001,0, ,0,0,51.257, ,0,0,0,0,3.262, , , , ,0,4.186,8.262,5,0,5.207,5.207,1.569,5.207,0,0,0,0,2.072,4.529,2.072,4.529,15.259,1.922,0, , , , ,0,0,0,0,0,0, , , , ,7.041,9.113, ,0.06,0.06,0.06,0.06,0,0,0,0,0,6.882,1.005,1.197,0, ,0,4.022,3.259,3.277,9.031, , , , , , , , , , , , ,74.888, ,4.186,4.186,4.186,4.186,4.186,11.721, ,15.342,6.311,0,0.81,1.261, , , ,10.925, , ,0, ,0,0,0,0,-9.664,0,0,29.002,19.859,4.6,48.583,0,0,5.118,0,3.196,3.65,65.69,59.176,0,0,0,0,0,2.037,4.011,3.7,2.836,2.218,14.802,14.551,0,4.186,4.186, , ,-1.215,-1.215,5, , , ,14.951, ,7.041,9.113,0.06,0.06,0.999,0,8.898,1.724,1.24,5.73,6.12,14.221,17.228,0.61,1.08,0.33,1.06,1.95,0.58,1.75,69.5,4.501,4.149,0.352,0,0,0, , , , , , , , ,0,9.084,4.555,9.084,0,0,0,43.285, ,51.257,51.257,51.561,0,51.257,51.561, , , , , ,0,0,0,0,-55.298, ,0,-9.983,0,0.117,20.402,0,20.402, ,-55.298, ,120.023, , , , ,120.023, , ,6.514,0, , , , ,0,4.186,0.06,0.06,-0.3, , , , ,0,0,0.573,2.268, ,6.514,0, ,3.65,76.2,0,0, ,0,0,0,-0.018,0.018,0.278,0.268,0,0.231,0,0.055,0.036,0,0.037,0.268,0.001,0,0.213,-0.037,0.039,0.076,0,0,0,0.221,0,0.065,0.315,0,0.675,0.937, , ,0,0.254,0,0.008,0,0,0.1, , ,-2.927, , , , ,9.143, ,0,0,1.025, ,110.91, ,0,24.892,1.1,65.775, ,4520,452010,45,45201020,3342,3576, , , 
138501,12/31/12,2012,SUMM_STD,CRNT,CERAGON NETWORKS LTD, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,393.596, , , , , ,14.53, , , , , , , , , , , , , , , , , , , , ,286.136,36.458, , ,36.458, , , , , , , , , , , , , , , , , , , , , , , , , , ,18.536, , , , ,15.03, , , , , , , , , , , , , , , , , , , , , , ,1.117,-0.64,-0.64,-0.64,-0.64, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-23.391, , , ,-23.391, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-23.391, , , ,-14.152, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-22.19, , , , , , , , , , , , , , , ,33.642, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-153.914, , , , , , ,446.651, , ,143.709, , , , , , , , , , , , , , , , , , , ,143.709, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.201, , , , , , , , , , , , , , ,129.407, , , , , , ,0, ,3.85, , , , , , ,149.673, ,4520,452010,45,45201020,334220,3663,180,940, 
16416,12/31/12,2012,STD,RKUS,RUCKUS WIRELESS INC, ,1,1,USD,1,12,0,16.965,16.965,0,16.965, , , , , ,210.688,0,1.32,0,10.17,0,0,0,0,10.17,0,18.065,10.17,16.164,8.968,-0.26,2,0,0, ,-0.4,109.02, ,243.839,0, , ,2.295,193.731,7.531,7.531,170.211,170.211,156.189,133.386,133.386,122.186,31.704,31.704,0,0,0,0,0,0,31.704,0,0,0,0,70.934,73.686,74.166,74.166,73.686,0.409,0.074,0.001,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.704,0,-13.562,0,0,0,0,0,0,0,0,0,4.85,7.044,4.85,7.044,36.613,3.873,0, , , , ,0,0,0,0,0,0,0,0,0,0,18.602,23.452,0.669,0.43,0.43,0.43,0.43,0,0,0,0,0,11.658,2.27,2.075,0, ,-5.529,104.216,11.94,11.965,9.031, , , , , ,-0.26,0,0,-0.4, , , ,143.719, ,31.704,31.704,31.704,31.704,31.704,170.211, ,14.022,4.991,0,0.761,-8.116, , , ,19.041, , ,0, ,-0.591,0,0,0,-10.122,0,0,53.431,38.613,2,69.595,0,0,4.033,0,0.16,0,243.839,73.628,0,0,0,0,0,4.111,3.804,2.923,2.218,2.285,15.341,12.266,0,31.704,31.704, , ,-3.264,-3.264,0, , , ,28.092, ,18.602,23.452,0.43,0.43,0.322,0,11.649,0.812,3.91,8.306,6.03,17.228,24.4,1.06,2.6,0.78,2.82,6.25,1.21,0.98,69.1,14.466,13.235,1.231,0,0,0, , , , , , , , ,0,16.003,8.959,16.003,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,-23.594,0,0,-21.073,0,0.14,41.296,0,41.296, ,-23.594, ,214.653, , , , ,214.653, , ,170.211,0, , , , ,0,31.964,0.43,0.43,-0.4, , , , ,0,0.035,123.282,8.451,6.034,170.211,109.02, ,0,42.1,0,0, ,0,0,0,-0.025,0.025,1.079,0,9.214,9.055,0,-18.281,-13.805,-0.045,-18.317,0,-4.467,0,0.762,18.269,18.624,0.355,0,0,0,0.934,0,0.317,-17.238,0,0.937,0.836, , ,0,0.218,0.319,0,0,0,0.1, , ,141.093, , , , ,14.818, ,0,0,0.472, ,191.201, ,0,43.821,2.9,120.267, ,4520,452010,45,45201020,3342,3576, , , 
138501,12/31/13,2013,SUMM_STD,CRNT,CERAGON NETWORKS LTD, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,365.971, , , , , ,16.423, , , , , , , , , , , , , , , , , , , , ,231.478,38.52, , ,38.52, , , , , , , , , , , , , , , , , , , , , , , , , , ,10.304, , , , ,15.645, , , , , , , , , , , , , , , , , , , , , , ,1.11,-1.23,-1.23,-1.23,-1.23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-47.478, , , ,-47.478, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-47.478, , , ,-19.533, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-40.939, , , , , , , , , , , , , , , ,35.245, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-201.392, , , , , , ,361.772, , ,135.078, , , , , , , , , , , , , , , , , , , ,135.078, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.539, , , , , , , , , , , , , , ,106.765, , , , , , ,0, ,5.26, , , , , , ,130.795, ,4520,452010,45,45201020,334220,3663,180,940, 
16416,12/31/13,2013,STD,RKUS,RUCKUS WIRELESS INC, ,1,1,USD,1,12,0,17.149,17.149,-0.002,17.149, ,6, , , ,230.695,0,1.32,0,21.439,0,0,0,0,21.439,60.878,-1.593,21.439,19.131,7.811,-0.13,7.882,0,0, ,-0.2,47.773, ,283.222,0, , ,2.5263,225.575,7.776,7.776,203.849,203.849,184.233,91.282,152.16,-42.104,1.789,1.789,0,0,0,0,0,0,1.789,0,0,0,0,81.597,93.361,80.691,80.691,76.744,0.268,0.081,0.001,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789,0,0,0,0,0,0,0,0,0,0,0,6.591,11.646,6.591,11.646,33.139,7.098,0, , , , ,0,0,0,0,0,0,0,0,0,0,0.359,6.95,0.824,0.02,0.02,0.02,0.02,0,0,0,0,0,17.741,2.981,2.396,0, ,-0.839,12.276,18.664,20.683,9.945, , , , , , , , , , , , ,181.47, ,1.789,1.789,1.789,1.789,1.789,203.849,0.187,19.616,9.671,0,0,2.293, , , ,16.748, , ,0, ,-5.3,0,0,0,-82.948,60.878,-61.99,51.129,33.139,0,70.26,0,0,8.259,0,1.161,0,283.222,79.373,0,0,0,0,0,3.906,3.059,2.353,2.285,2.353,13.956,9.913,-0.002,1.789,1.789, , ,-0.269,-0.456,0, , , ,28.568, ,0.359,6.95,0.03,0.02,0.69,0,10.715,5.903,10.33,1.802,6.07,24.4,19.609,2.82,4.98,1.23,4.51,16.76,2.45,1.87,67.4,-0.11,-1.015,0.905,0,0,0, , , , , , , , ,0,23.118,11.472,23.118,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,-21.807,0,0,-4.253,0,0.4,44.638,0,44.638, ,-21.805, ,263.067, , , , ,263.067, , ,203.849,0, , , , ,0,1.789,0.02,0.02,-0.2, , , , ,0,0.175,11.096,19.115,17.58,203.849,108.651, ,0,108.3,0,0, ,0,0,0,-2.019,2.019,3.029,0.854,15.317,7.715,0,-2.909,-3.445,-0.311,-4.928,0.854,-1.172,1.88,1.006,22.178,23.503,1.325,0,0,0,0.915,0,0.143,-1.899,0,0.836,2.397, , ,0,1.394,0,0.167,0,0,2, , ,160.435, , , , ,17.99, ,0,0,0,0,256.117, ,0,61.783,4.4,174.52, ,4520,452010,45,45201020,3342,3576, , , 
138921,12/31/10,2010,SUMM_STD,AVSR,AVISTAR COMMUNICATIONS CORP, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.266, , , , , ,0.228, , , , , , , , , , , , , , , , , , , , ,1.668,39.874, , ,39.061, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,0.191, , , , , , , , , , , , , , , , , , , , , , , ,0.11,0.11,0.11,0.11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.449, , , ,4.449, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,4.449, , , ,13.94, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.209, , , , , , , , , , , , , , , ,0.184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-111.656, , , , , , ,5.657, , ,-7.852, , , , , , , , , , , , , , , , , , , ,-7.852, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.24, , , , , , , , , , , , , , ,-8.085, , , , , , ,0, , , , , , , , ,13.529, ,4520,452010,45,45201020,334118,3576,190,940,C
185179,4/30/10,2009,STD,SABR.2,SABRE INDUSTRIES INC  -REDH, ,1,1,USD,1,4,0,5.132,5.132,-0.997,5.132, , , , , ,79.215,0,5.115,0,4.543,-0.997,0,0,0,4.543,0,-6.046,4.543,23.653,13.776, ,1.938, , , , ,0, ,164.014,0, , , ,13.574,4.94,4.94,13.114, , ,1.872,2.347,1.211,-5.488,-7.548,0,2.06,0,0,0,0,-5.488, , , , ,193.941,2.521,2.541,2.516,2.521, ,0.025,0.01,0,0, ,0, , , , , , ,8.215, , , , ,0,-7.548,8.215, ,1, , ,10.62,110.236, , ,0, ,9.348,9.381,10.465,9.381, ,0, , , , , , ,0, ,0, , , , , , ,10.752,20.1,0.969,-2.99,-2.99,-2.99,-2.99,0,0,0, , , , , , , ,0,-9.819,12.981,12.981,19.157,-6.336,-2.51,-2.51,-9.748, ,0.018,0.01,0.01,0.028, , , ,61.374, ,-7.548,-7.548,-7.548,-7.548,-7.548,123.35,0.035,53.379,34.222,0,8.655,4.74,3.255,0,19.712,30.981,8.014, ,0, ,-0.011,0,0,0,-6.778,0.475,0,8.796,4.419,4.419,40.664,0,0,0,1.557,0,0,164.014,150.9,0,0,0,0,0, , , , , , , ,0,-7.548,-7.548, , ,0.001,-0.034,0, , , ,17.808, ,10.752,20.1,0.32,0.32, , , , , , , , , , , , , , , , , ,-11.881, , , , , , , , , , , , , ,0,36.258,26.877,36.258, , , ,0,0.199,0, , ,0,0, , , , , , ,0,0,0,0,-0.051, ,-0.997,-4.605,0,0.937,40.755,0,37.926, ,0.946, ,255.315, , , , ,255.315, , ,13.114,0, , , , ,0, , , ,-12.862, , , , ,0.111,-0.028,0,0.119, ,13.114,0, ,1.557, ,0.434, , ,0.025, ,-1.793,0,0, ,0, , , ,-4.134, , ,-4.134,0, , , , , , , , ,0,1.594,2.829, ,-4.333, , , , , , , , , , , , , , ,38.551,-2.024,-0.8,-0.8,-3.114,4.377, ,0,0,9.772, ,235.215,0,0.013,0.209, ,41.274,10,4520,452010,45,45201020,332312,3440, , , 
138921,12/31/11,2011,SUMM_STD,AVSR,AVISTAR COMMUNICATIONS CORP, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.163, , , , , ,0.072, , , , , , , , , , , , , , , , , , , , ,1.475,39.436, , ,39.436, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,0.105, , , , , , , , , , , , , , , , , , , , , , , ,-0.16,-0.16,-0.16,-0.16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-6.429, , , ,-6.429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-6.429, , , ,-0.202, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-6.425, , , , , , , , , , , , , , , ,0.151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-118.085, , , , , , ,7.949, , ,-12.937, , , , , , , , , , , , , , , , , , , ,-12.937, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.004, , , , , , , , , , , , , , ,-9.845, , , , , , ,0, , , , , , , , ,12.592, ,4520,452010,45,45201020,334118,3576,190,940,C
61513,12/31/10,2010,STD,SNDK,SANDISK CORP, ,1,1,USD,1,12,0,134.188,123.163,260.228,123.163, , , , , ,4032.692,0,20.7,0,211.43,11.468,0,0,0,193.339,4441.875,1.915,193.339,415.003,98.61, ,0, , ,0, ,709.201,0,8776.71,0, , ,24.4506,4709.506,108.142,108.142,5782.624,5782.624,5745.22,829.149,2847.714,-271.215,1431.657,1300.142,132.831,8.371,0,0,0,-9.687,1431.657,0,0,0,0,2395.119,238.901,236.502,236.502,232.531,0.352,0.237,0.001,0,18.091,0,0,1711.032, ,1711.032,0,1711.032,0,0,0,993.2,0,0,0.098,1300.24,0, ,982.5,0,0,75,1711.032,0,0,0,0,153.518,664.344,226.779,664.344,260.395,0,0, , , , ,0,0,0,0,0,0,0,993.2,0,0,1479.326,1632.844,3.469,5.44,5.44,5.59,5.59,31.612, ,6.317,58.661,0,714.605,29.704,128.095,0,41.9,-104.8,985.169,44.938,74.564,0, , , , ,8.575,24.58,0.1,0.11,37.815,0.04,0.04,13.192,2431.688, ,1300.142,1300.142,1300.142,1300.142,1300.142,7490.427,53.361,37.404,37.404,0,12.323,84.314,146.669,0,314.027,509.585,48.889, ,0, ,18.24,1733.491,2494.972,5863.318,-2714.593,2018.565, ,535.353,294.001,33.606,960.107,0,0,288.966,76.762,288.966,0,8776.71,2997.315,0,0,-3.229,-3.229,0,9.228,9.563,5.34,3.49,2.882,30.503,0.569,17.505,1300.142,1300.142, , ,66.667,13.306,0,203,0.85,0.87,1451.892,380,1479.326,1632.844,4.72,4.59,1.048,0,14.005,6.471,12.58,3.016,3.9,24.896,20.393,29.87,38.44,22.08,32.18,31.67,36.26,1.53,50,1457.433,1273.081,184.352,0,0,0, , , , , , , , ,0,931.065,266.721,931.065,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,1072.881,0,11.468,-132.479,412.859,8.416,541.205,231.255, , ,812.653, ,4826.807, , , , ,4826.807, , ,5782.624,0, , , , ,3238.627,1275.562,5.34,5.48,-0.46,-0.04,-0.04,-8.874,-13.652, ,0,152.843,77.59,50.87,5779.395,5151.076,0,76.762,168.7,0,0, ,0,0, ,-29.626,29.626,329.618,37.21,149.486,104.582,0.237,-172.327,-143.406,-4.99,-172.327,37.21,-23.931,268.571,40.49,216.621,360.207,143.586,0,0,9.751,338.328,128.346,20.557,157.291,0,179.764,172.06,-6.5, ,0,10.547,28.597,14.584,0,4.238,70.1,29.7,-2.4,3072.585, , , , ,241.352,4,0,0,88.1, ,3193.963,11.025, ,422.562,7.5,798.844, ,4520,452020,45,45202030,334112,3572,188,940,B-
139137,12/31/10,2010,SUMM_STD,INSA,INVISA INC, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.034, , , , , ,0, , , , , , , , , , , , , , , , , , , , ,0.256,8.17, , ,8.17, , , , , , , , , , , , , , , , , , , , , , , , , , ,0.541, , , , ,0.002, , , , , , , , , , , , , , , , , , , , , , , ,-0.02,-0.02,-0.02,-0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.123, , , ,-0.123, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-0.123, , , ,0.056, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.123, , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-35.673, , , , , , ,0.079, , ,-0.617, , , , , , , , , , , , , , , , , , , ,-0.617, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , ,-0.076, , , , , , ,0, , , , , , , , , , ,4520,452030,45,45203010,334290,3669, , ,C
61513,12/31/11,2011,STD,SNDK,SANDISK CORP, ,1,1,USD,1,12,0,159.353,121.502,332.701,121.502, ,215.8, , , ,4355.961,0,65.5,0,321.642,21.064,0,0,0,232.765,4338.523,-12.246,232.765,534.858,108.242,-0.975,317.649,0,0, ,-1.5,1115.931, ,10174.648,0, , ,29.1251,4934.565,192.876,192.876,7064.358,7064.358,6621.768,1167.496,2848.988,338.347,1059.463,986.99,69.533,9.596,0,0,0,-6.656,1059.463,0,0,0,0,3022.397,244.553,242.552,242.552,239.484,0.325,0.243,0.001,0,88.877,0,0,1604.911, ,1604.911,0,1604.911,0,0,852.146,0,0,0,0,986.99,0, ,0,0,0,211.441,1604.911,0,0,0,0,180.484,771.633,276.914,771.633,220.999,0,0,-7.47,-0.03,-0.03,-11.493,0,0,0,0,0,0,852.146,0,0,0,1556.203,1736.687,3.939,4.04,4.04,4.12,4.12, , ,-1.289,70.036,0,876.45,30.656,139.388,0,18.8,0.336,-47.109,73.961,98.856,154.899, , , , , ,34.677,0.14,0.14,53.349, , , ,2639.748, ,986.99,986.99,986.99,986.99,986.99,8665.75,60.412,442.59,287.691,0,26.479,-158.534,190.742,0,398.308,678.382,89.332, ,0, ,-100,1943.295,2766.263,3956.512,-667.027,1681.492, ,497.372,261.044,40.045,1093.374,0,0,371.262,45.835,371.262,0,10174.648,3113.809,0,0,-3.519,-3.519,0,10.958,6.154,3.65,0.921,0.576,22.259,0,10.849,986.99,986.99, , ,69.95,9.538,0, , , ,1053.772,341,1556.203,1736.687,4.22,4.14,0.89,0,11.535,5.31,17.37,3.366,4.3,20.393,17.559,32.18,38.12,24.81,36.55,42.44,37.66,1.49,43,1476.754,1242.529,234.225,0,0,0, , , , , , , , ,0,1116.53,344.897,1116.53,0,0,0,0,4.039,0,0,0,0,0,0, , , , , ,0,0,0,0,2129.55,0,21.064,-146.726,602.081,5.717,669.238,300.788, , ,1796.849, ,5662.145, , , , ,5662.145, , ,7064.358,0, , , , ,3900.01,952.313,3.9,3.98,-26.103,-0.07,-0.07,-15.992,-24.603,0,0,143.14,63.11,46.102,7060.839,5454.454,0,45.835,246.8,0,0, ,0,0, ,-24.895,24.895,564.594,44.262,199.027,100.409,0.193,-74.829,-60.934,-13.847,-74.83,44.262,-0.049,447.126,104.76,254.981,357.896,102.915,0,0,61.144,374.46,67.157,12.708,489.764,0,172.06,185.826,-3.1, ,0,10.09,0.296,4.489,0,0.517,81.1,34.1,3.2,3262.587, , , , ,236.328,11.4,0,0,123.296, ,3925.458,37.851, ,547.373,7.926,903.061, ,4520,452020,45,45202030,334112,3572,188,940,B-
139137,12/31/11,2011,SUMM_STD,INSA,INVISA INC, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.023, , , , , ,0, , , , , , , , , , , , , , , , , , , , ,0.336,13.932, , ,13.932, , , , , , , , , , , , , , , , , , , , , , , , , , ,0.75, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , ,-0.02,-0.02,-0.02,-0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.316, , , ,-0.316, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-0.316, , , ,-0.079, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.316, , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-35.989, , , , , , ,0.099, , ,-0.847, , , , , , , , , , , , , , , , , , , ,-0.847, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , ,-0.097, , , , , , ,0, , , , , , , , , , ,4520,452030,45,45203010,334290,3669, , ,C
