gvkey,datadate,fyear,datafmt,tic,conm,acctchg,ajex,ajp,curncd,currtr,fyr,acdo,aco,acodo,acominc,acox,acqic,acqintan,acqinvt,acqppe,acqsc,act,aldo,am,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,at,aul3,bast,bastr,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,cogs,cshfd,cshi,csho,cshpri,cshr,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvp,dvpa,dvt,dxd2,dxd3,dxd4,dxd5,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esub,esubc,exre,fatb,fatc,fate,fatl,fato,fatp,fca,fiao,fincf,fopo,fopox,gdwl,gdwlia,gdwlid,gdwlieps,gdwlip,gla,glcea,glced,glceeps,glcep,gld,gleps,glp,gp,hedgegl,ib,ibadj,ibc,ibcom,ibmii,icapt,idit,intan,intano,intc,intpn,invch,invfg,invo,invrm,invt,invwip,irent,itcb,itci,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lno,lo,lol2,loxdr,lqpl1,lse,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,ni,niadj,nipfc,nipfp,nopi,nopio,np,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,pi,pidom,pifo,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,reuna,reunr,revt,rra,rrd,rreps,rrp,sale,salepfc,salepfp,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,sstk,stkco,stkcpa,teq,tfva,tfvce,tfvl,tlcf,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,wcap,wda,wdd,wdeps,wdp,xacc,xad,xido,xidoc,xint,xintd,xopr,xpp,xpr,xrd,xrent,xsga,dlrsn,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,spcsrc
61513,12/31/12,2012,STD,SNDK,SANDISK CORP, ,1,1,USD,1,12,0,149.469,115.671,165.121,115.671, , , , , ,4606.36,0,76.5,0,322.528,-6.187,0,0,0,266.558,4937.997,-189.25,266.558,469.265,-65.593, ,69.629, , , , ,610.129, ,10339.127,0, , ,30.0867,5027.271,487.973,487.973,7263.901,7263.901,6815.247,995.47,2875.504,-172.026,249.824,417.404,-145.399,-27.251,0,0,0,5.07,249.824,0,0,0,0,3139.885,245.253,241.432,241.432,242.076,0.293,0.241,0.001,0,55.97,0,0,789.913, ,789.913,0,789.913,0,906.708,0,0,0,789.913,0,417.404,906.708,0,0,0,0,0,789.913,0,0,0,0,238.449,887.939,417.161,887.939,248.155,0,0, , , , ,0,0,0,0,0,0,0,0,0,789.913,696.955,935.404,4.636,1.7,1.7,1.72,1.72, , ,-2.425,227.651,0,1134.807,18.582,148.014,24.427,-2.8,2.675,-125.089,55.094,71.109,201.735, , , , , ,1.93,0.01,0.01,2.969, , , ,1912.624, ,417.404,417.404,417.404,417.404,417.404,8049.513,58.991,448.654,246.919,0,24.957,-71.26,243.192,0,404.634,750.075,102.249, ,0, ,-4,1460.112,2835.931,3371.415,-574.366,1880.034, ,480.218,261.739,13.584,1881.667,0,0,379.275,13.584,379.275,0,10339.127,3079.527,0,0,-4.301,-4.301,0,6.672,4.6,3.788,1.2,0.005,16.265,0,15.919,417.404,417.404, , ,50.514,-8.477,0, , , ,529.854,278,696.955,935.404,1.73,1.7,1.066,0,10.535,3.403,16.45,2.336,4.3,17.559,15.426,36.55,46.51,21.32,40.73,46.49,39.93,0.6,43,626.916,518.509,108.407,0,0,0, , , , , , , , ,0,1553.481,665.542,1553.481,0,0,0,0,230.081,0,0,0,0,0,0, , , , , ,-0.86,0,0,0,2236.389,0,-6.187,-68.07,19.064,6.627,831.312,155.389,626.025, ,2071.268, ,5052.509, , , , ,5052.509, , ,7263.901,0, , , , ,3358.651,415.474,1.69,1.71,-0.86, , , , , ,0,86.302,78.443,58.321,7259.6,5548.126,0,13.584,290.8,0,0, ,0,0, ,-16.015,16.015,175.144,28.672,168.718,93.877,0.196,34.368,45.383,-12.649,34.368,28.672,1.634,74.258,101.71,233.727,319.042,85.315,0,0,25.476,360.688,186.223,-0.824,209.512,0,185.826,179.522,-6.6, ,0,1.943,7.186,0.942,2.003,0,83.1,32.2,2.9,2724.693, , , , ,218.479,16.2,0,0,119.693, ,4117.105,33.798, ,602.765,6.366,977.22, ,4520,452020,45,45202030,334112,3572,188,940,B-
139137,12/31/12,2012,SUMM_STD,INSA,INVISA INC, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.029, , , , , ,0, , , , , , , , , , , , , , , , , , , , ,0.257,14.214, , ,14.214, , , , , , , , , , , , , , , , , , , , , , , , , , ,0.988, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , ,-0.02,-0.02,-0.02,-0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.257, , , ,-0.257, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-0.257, , , ,-0.038, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.257, , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-36.246, , , , , , ,0.038, , ,-1.043, , , , , , , , , , , , , , , , , , , ,-1.043, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , ,-0.055, , , , , , ,0, , , , , , , , , , ,4520,452030,45,45203010,334290,3669, , ,C
61513,12/31/13,2013,STD,SNDK,SANDISK CORP, ,1,1,USD,1,12,0,196.172,178.398,-76.459,178.398, ,168.5,29.331,5.734, ,4650.718,0,84.3,0,302.099,-39.498,0,0,0,243.74,4985.836,286.209,243.74,429.546,-51.465,-2.015,304.32,-0.01,-0.01, ,-3.1,920.557, ,10488.717,0, , ,30.9283,5040.017,213.415,213.415,6967.872,6967.872,6401.857,986.246,2905.857,-9.224,801.077,1042.657,-202.829,-33.311,0,0,0,-5.44,801.077,0,0,0,0,3003.041,240.236,225.291,225.291,234.886,0.261,0.225,0.001,0,58.359,0,0,1985.363, ,1985.363,0,1985.363,0,0,0,0,829.792,0,0,1042.657,0, ,1483.125,0,0,0,1985.363,0,0,0,0,310.634,983.671,464.065,983.671,291.302,0,0, , , , ,0,101.191,102.896,0,0,102.896,0,0,829.792,0,1648.538,1959.172,5.459,4.34,4.34,4.44,4.44, , ,6.345,261.471,0,1168.631,13.203,171.733,24.427,-3.3,-1041.998,-956.361,149.494,176.692,318.111, , , , , ,1.544,0.01,0.01,2.375, , , ,3166.962, ,1042.657,1042.657,1042.657,1042.657,1042.657,8951.054,48.785,566.015,247.904,0,20.403,23.31,213.862,0,440.57,756.975,102.543, ,0, ,-8.377,1134.62,3179.471,4974.961,-922.88,1919.611, ,741.416,337.043,45.741,1230.58,0,0,303.601,45.859,303.601,0,10488.717,3523.026,0,0,-2.181,-2.181,0,7.717,6.083,2.695,1.37,0.539,18.404,0.077,10.479,1042.657,1042.657, , ,45.413,-3.372,0, , , ,1863.672,296,1648.538,1959.172,4.68,4.57,2.796,0.815,3.208,7.362,16.26,1.325,4.4,15.426,6.593,40.73,58.07,35.53,40.66,48.08,40.66,0.74,37,1516.149,1436.47,79.679,0,0,0, , , , , , , , ,0,1639.465,655.794,1639.465,0,0,0,0,1589.539,0,0,0,0,0,0, , , , , ,-36.2,0,0,0,1927.63,0,-39.498,-51.125,38.145,8.274,791.714,-47.44,682.809, ,2004.089, ,6170.003, , , , ,6170.003, , ,6967.872,0, , , , ,4578.193,1041.113,4.33,4.43,-86.328, , , , , ,0,266.044,99.756,71.573,6965.691,5906.393,0,45.859,222.6,0,0, ,0,0, ,-27.198,27.198,472.965,3.482,134.669,138.192,0.138,0.527,27.328,-29.446,0.527,3.482,2.645,359.012,103.981,269.241,309.852,40.611,0,0,59.618,373.183,70.76,9.972,473.492,-9.309,179.522,185.25,-10.2, ,0,8.255,1.737,15.938,7.419,0,92.1,32.7,2.2,3420.138,-30.568,-0.13,-0.13,-47.028,404.373,19.6,0,0,91.474, ,4210.831,17.774, ,742.268,6.473,1207.79, ,4520,452020,45,45202030,334112,3572,188,940,B-
139137,12/31/13,2013,SUMM_STD,INSA,INVISA INC, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.02, , , , , ,0, , , , , , , , , , , , , , , , , , , , ,0.319,14.214, , ,14.214, , , , , , , , , , , , , , , , , , , , , , , , , , ,1.224, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , ,-0.03,-0.03,-0.03,-0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.358, , , ,-0.358, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-0.358, , , ,-0.066, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.358, , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-36.604, , , , , , ,0.027, , ,-1.241, , , , , , , , , , , , , , , , , , , ,-1.241, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , ,-0.017, , , , , , ,0, , , , , , , , , , ,4520,452030,45,45203010,334290,3669, , ,C
28139,9/30/10,2010,STD,SANM,SANMINA CORP, ,1,1,USD,1,9,0,134.238,134.238,54.217,134.238, , , , , ,2590.009,0,3.8,0,103.265,-38.962,0,-11.665,0,103.265,8.292,-0.656,103.265,923.038,93.801,-0.493,14.908,-0.01,-0.01, ,-0.759,99.901, ,3301.796,0, , ,8.2989,6031.174,81.416,81.416,661.601,661.601,623.337,592.812,592.812,-306.339,124.302,122.435,10.996,-5.373,0,0,-3.756,0,124.302,0,0,0,0,5749.656,82.477,93.074,79.722,79.195,1.769,0.797,0.01,0, ,0,0,0, ,0,0,0,0,0,0,380,257.41,0,0,122.435,65,65,0,0,0,219.867,1240.666,0,260.666,0,0,89.6,1440.305,89.573,1440.305,0,0,980,-0.778,-0.01,-0.01,-1.197,0,0,0,0,0,0,0,380,257.41,0,215.197,304.797,44.199,1.48,1.48,1.55,1.55,0,0,-1.097, ,19.606,1423.919,63.169,0, ,-2.49,-10.808,-162.613,23.365,23.365,22.8, , , , ,2.412,11.397,0.14,0.14,17.534,0.03,0.03,3.71,569.035, ,122.435,122.435,122.435,122.435,122.435,1902.267,2.246,38.264,15.464,0,97.787,-60.129,118.304,0,599.773,844.347,126.27, ,0, ,0,0,0, ,-64.295,0,0,263.305,0,0,1251.343,0,0,133.755,50.813,133.755,0,3301.796,2640.195,0,0,0,0,0,27.829,19.158,14.111,8.426,6.006,75.53,26.06,0,122.435,122.435, , ,16.701,14.455,65, , , ,-78.334, ,215.197,304.797,1.42,1.36, ,0,5.878,1.442,6.61,1.414,5,11.106,11.078,16, ,22.51,14.39,10.06,21.16,2.2,81.6,139.242,60.668,78.574,1.188,0.01,0.02,0,0,0,0,1.188,0.01,0.02,1.827,0,2010.563,570.258,2010.563,0,0,0,0,0.759,0,0,0,0,0,0,-14.184,-0.17,-0.18, ,-21.822,0,0,0,0,-5155.84,-24.07,-50.627,-332.179,0, ,1018.612,104.844,1018.612, ,-5210.057, ,6318.691,1.541,0.02,0.02,2.371,6318.691, , ,661.601,0,23.111,0.28,0.29,35.556,1.182,87.574,1.05,1.12,15.488, , , , ,30.847,-18.036,3.821,15.167, ,661.601,108.193, ,50.813, ,214.53,214.53, ,13.352,0, ,0,0,13.422,14.431,23.254,5.742,0,3.492,0,3.385,3.385,14.431,0,0,11.766,14.565,36.354,21.789,0,0,0,40.077,0,1.656,16.807,0,42.315,34.997, , ,0,5.405,13.972,1.296,0,0.047,34.997, , ,1338.666, , , , ,263.305, ,0,0,108.144, ,6013.894, ,2.223,13.004,24.7,264.238, ,4520,452030,45,45203020,334412,3672,220,925,B-
139662,9/30/10,2010,SUMM_STD,5933B,AVAYA INC, , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9261, , , , , ,79, , , , , , , , , , , , , , , , , , , , ,2415, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5905, , , , ,691, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-874, , , ,-871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , ,-874, , , ,-346, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-853, , , , , , , , , , , , , , , ,450, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-3029, , , , , , ,5060, , ,-1428, , , , , , , , , , , , , , , , , , , ,-1428, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , , , ,-132, , , , , , ,0, ,487, , , , , , ,1974, ,4520,452010,45,45201020,334220,3663,187,940, 
28139,9/30/11,2011,STD,SANM,SANMINA CORP, ,1,1,USD,1,9,0,83.512,83.512,70.738,83.512, , , , , ,2629.246,0,4.457,0,103.823,-31.984,0,-7.541,0,83.823,33.2,73.755,83.823,984.014, , ,14.656, , , , ,52.555, ,3353.973,0, , ,9.5439,6053.94,107.574,107.574,770.517,770.517,737.71,640.288,640.288,47.476,85.438,68.917,5.419,6.978,0,0,4.124,0,85.438,0,0,0,0,5994.425,83.158,94.035,80.734,80.345,1.714,0.807,0.01,0,20,0,0,0, ,0,0,0,0,0,0,257.41,0,400,0,68.917,60.2,-4.8,489.03,0,500,590.623,1182.308,0,782.308,0,0,104.557,1479.735,104.571,1479.735,0,0,400,-10.464,-0.13,-0.13,-16.098,0,0,0,0,0,0,0,257.41,0,400,235.5,340.057,45.505,0.83,0.83,0.86,0.86,0,0,-0.373, ,20.617,1465.195,57.48,0, ,0.435,12.857,-88.954,33.9,33.9,21.8, , , , , ,2.252,0.03,0.03,3.465, , , ,607.986, ,68.917,68.917,68.917,68.917,68.917,1952.825,1.861,32.807,11.007,0,91.094,-46.803,151.31,0,641.918,891.325,98.097, ,0, ,0,0,0, ,-98.105,0,0,221.671,15.672,15.672,1265.885,0,0,132.294,41.753,132.294,0,3353.973,2583.456,0,0,0,0,0,22.544,19.063,11.516,8.696,7.377,69.196,33.674,0,68.917,68.917, , ,5.768,3.907,60.2, , , ,234.908, ,235.5,340.057,1.2,1.16, ,0,6.735,2.031,8.66,1.875,5,11.078,10.922,14.39, ,16.18,13.85,13.15,16.98,1.6,84.8,99.538,42.136,57.402,0.886,0.01,0.01,-0.189,0,0,-0.291,1.075,0.01,0.01,1.654,0,2067.832,588.097,2067.832,0,0,0,0,0.021,0,0,0,0,0,0,-19.246,-0.23,-0.24, ,-29.609,0,0,0,0,-5070.402,0,-39.525,6.061,0, ,1014.121,110.263,1014.121, ,-5141.14, ,6602.411, , , , ,6602.411, , ,770.517,0, , , , ,0.059,67.551,0.81,0.84,-42.616,0.02,0.03,2.009,3.091,24.066,-3.33,4.603,18.896, ,770.517,85.755, ,41.753, ,213.828,213.828, ,13.301,0, ,0,0,32.758,2.969,11.155,8.516,0,-2.163,0,-2.137,-2.137,2.969,0,0,31.749,16.702,38.755,22.053,0,0,0,12.326,0,1.009,30.621,0,34.997,41.482, , ,0,5.337,2.811,4.324,0,0.365,41.482, , ,1363.361, , , , ,205.999, ,0,0,99.114, ,6262.354, ,2.253,20.802,29.8,267.929, ,4520,452030,45,45203020,334412,3672,220,925,B-
139662,9/30/11,2011,SUMM_STD,5933B,AVAYA INC, , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8546, , , , , ,83, , , , , , , , , , , , , , , , , , , , ,2488, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6143, , , , ,653, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-863, , , ,-863, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-863, , , ,-544, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-795, , , , , , , , , , , , , , , ,397, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-3892, , , , , , ,5547, , ,-2378, , , , , , , , , , , , , , , , , , , ,-2378, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,68, , , , , , , , , , , , , , ,-229, , , , , , ,0, ,460, , , , , , ,2197, ,4520,452010,45,45201020,334220,3663,187,940, 
28139,9/30/12,2012,STD,SANM,SANMINA CORP, ,1,1,USD,1,9,0,88.599,88.599,63.479,88.599, , , , , ,2326.299,0,3.2,0,243.079,-25.51,0,-18.731,0,231.979,41.801,-24.151,231.979,937.737, , ,5.023, , , , ,3.819, ,3167.786,0, , ,11.806,6074.524,78.631,78.631,963.781,963.781,934.738,409.618,409.618,-230.67,172.975,180.234,-2.543,6.474,0,0,-11.19,0,172.975, , , , ,5560.817,83.495,94.971,81.635,81.284,1.601,0.817,0.01,0,11.1, ,0,0, ,0,0,0,0,0,257.41,40,0,0,0,180.234,59.995,-0.205,39.532,40,540,410.843,837.364,40,797.364,0,0,99.477,1530.789,99.477,1530.789,0,0,0,-11.009,-0.13,-0.14,-16.937,0,0,0,0,0,0,257.41,40,0,0,172.747,272.224,44.879,2.16,2.16,2.22,2.22,0,0,-1.243, ,45.676,1443.138,58.197,0, ,-4.144,2.413,-366.813,41.163,41.163,21.8, , , , , ,0.844,0.01,0.01,1.298, , , ,532.517, ,180.234,180.234,180.234,180.234,180.234,1801.145,1.425,29.043,7.243,0,67.994,63.365,144.961,0,584.821,826.539,96.757, ,0, ,0,0,0, ,-78.027,0,0,221.815,14.649,14.649,1219.547,0,0,147.094,26.214,147.094,0,3167.786,2204.005,0,0,0,0,0,26.165,16.809,11.652,9.559,8.986,73.171,30.221,0,180.234,180.234, , ,0.042,-1.383,59.995,158.7,1.9,1.95,215.413, ,172.747,272.224,0.67,0.66, ,0,7.6,1.422,6.44,1.775,5,10.922,11.275,13.85, ,14.08,13.15,9.61,14.89,0.85,85.8,49.943,-7.548,57.491,1.379,0.02,0.02,0,0,0,0,1.379,0.02,0.02,2.121,0,2100.154,569.365,2100.154,0,0,0,0,0.305,0,0,0,0,0,0,-20.391,-0.24,-0.25, ,-31.371,0,0,0,0,-4897.427,0,-44.241,12.896,0, ,1001.543,107.72,1001.543, ,-4960.906, ,6093.334, , , , ,6093.334, , ,963.781,0, , , , ,0.799,180.769,2.17,2.23,-51.102,-0.02,-0.02,-1.816,-2.794,4.828,-1.78,2.595,17.999, ,963.781,45.62, ,26.214, ,214.133,214.133, ,13.336,0,0,0,0,25.581,0,152.853,19.721,0,-155.791,-154.292,2.828,-155.872,0,-4.408,-3.223,28.928,172.574,194.627,22.053,0,0,0,12.723,0,-0.124,-130.291,0,41.482,54.224, , ,0,3.133,0.32,10.125,0.196,0,54.224,5.6, ,1106.752, , , , ,207.166, ,0,0,71.744, ,5821.11, ,2.787,21.899,32.9,260.293, ,4520,452030,45,45203020,334412,3672,220,925,B-
139662,9/30/12,2012,SUMM_STD,5933B,AVAYA INC, , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8194, , , , , ,92, , , , , , , , , , , , , , , , , , , , ,2246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6108, , , , ,565, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-344, , , ,-344, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-344, , , ,-190, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-336, , , , , , , , , , , , , , , ,364, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-4236, , , , , , ,5171, , ,-2436, , , , , , , , , , , , , , , , , , , ,-2436, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , ,-95, , , , , , ,0, ,431, , , , , , ,2075, ,4520,452010,45,45201020,334220,3663,187,940, 
28139,9/30/13,2013,STD,SANM,SANMINA CORP, ,1,1,USD,1,9,0,75.337,75.337,84.301,75.337, , , , , ,2204.588,0,1.896,0,251.109,-4.325,0,-16.022,0,242.809,23.645,36.388,242.809,956.488, , ,0, , , , ,35.005, ,2995.848,0, , ,12.9712,6103.634,75.95,75.95,1091.564,1091.564,1091.564,402.875,402.875,-6.743,100.173,79.351,-3.072,21.185,0,0,2.709,0,100.173, , , , ,5390.002,85.403,97.658,84.153,82.834,1.152,0.842,0.01,0,8.3, ,0,0, ,0,0,0,0,0,40,0,0,0,0,79.351,22.301,-37.695,0,40,540,257.41,562.512,40,522.512,0,0,96.021,1526,96.021,1526,0,0,0,-0.911,-0.01,-0.01,-1.401,0,0,0,0,0,0,40,0,0,0,167.458,263.479,48.674,0.93,0.93,0.96,0.96,0,0,-2.503, ,11.949,1435.489,54.519,0, ,-3.091,5.76,-279.259,36.869,36.869,0, , , , , ,15.185,0.18,0.18,23.361, , , ,527.122,-14.903,79.351,79.351,79.351,79.351,79.351,1654.076,1.014,0,0,0,42.184,44.334,158.93,0,526.148,781.56,96.482, ,0, ,0,0,0,0,-42.87,0,0,227.935,15.136,15.136,1206.724,0,0,135.048,11.403,135.048,0,2995.848,1904.284,0,0,0,0,0,26.02,17.514,11.745,8.983,6.228,70.49,20.597,0,79.351,79.351, , ,7.022,6.008,22.301, , , ,317.889, ,167.458,263.479,1.19,1.16, ,0,7.18,2.688,5.91,0.975,5,11.275,9.562,13.15, ,13.36,12.65,8.83,13.49,0.7,86,103.406,3.517,99.889,1.407,0.02,0.02,0,0,0,0,1.407,0.02,0.02,2.164,0,2066.151,540.151,2066.151,0,0,0,0,1.525,0,0,0,0,0,0,-16.191,-0.19,-0.2, ,-24.91,0,0,0,0,-4797.254,0,-20.347,56.84,0, ,944.816,104.648,944.816, ,-4881.555, ,5917.124, , , , ,5917.124, , ,1091.564,0,1.574,0.02,0.02,2.421,0,63.999,0.75,0.78,-30.07,-0.05,-0.05,-4.017,-6.18,33.08,-23.559,11.611,17.524, ,1091.564,58.65, ,11.403, ,215.658,215.658, ,13.505,0,0,0,0,32.637,0,157.879,23.276,0,-8.355,-6.611,-1.782,-8.582,0,-0.189,0,31.249,181.155,202.223,21.068,0,0,0,18.142,0,1.388,24.055,0,54.224,65.148, , ,0,3.358,5.672,13.238,0,0,63.2,1.9,1.9,997.864, , , , ,212.799, ,0,0,41.004, ,5653.645, ,3.308,25.571,33.7,263.643, ,4520,452030,45,45203020,334412,3672,220,925,B-
139662,9/30/13,2013,SUMM_STD,5933B,AVAYA INC, , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7672, , , , , ,110, , , , , , , , , , , , , , , , , , , , ,1921, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6072, , , , ,454, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-364, , , ,-364, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-364, , , ,-327, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-409, , , , , , , , , , , , , , , ,334, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-4600, , , , , , ,4709, , ,-2669, , , , , , , , , , , , , , , , , , , ,-2669, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-45, , , , , , , , , , , , , , ,-165, , , , , , ,0, ,467, , , , , , ,1949, ,4520,452010,45,45201020,334220,3663,187,940, 
29910,6/30/10,2010,STD,SCSC,SCANSOURCE INC, ,1,1,USD,1,6,0,28.828,28.828,-11.734,28.828, , , , , ,767.792,0, ,0,18.609,-0.607,0,0,0,18.151,0,63.077,18.151,287.864, , ,9.994, , , , ,8.145, ,859.75,0, , ,18.2321,0,5.606,5.606,486.851,486.851,437.03,34.605,34.605,-93.059,33.915,48.812,-15.045,0.148,0,0,0,0,33.915,0,0,0,0,1891.952,26.869,26.703,26.703,26.605,0.569,111.951,4.192,0,0.458,0,0,0, ,0,0,0,5.429,0,0,25,0,0,0,48.812,0,0,0,0,5.429,0,30.429,0,25,0,0,4.1,30.231,6.064,30.231,0,0,0, , , , ,0,0,0,0,0,0,0,25,0,0,75.776,79.876,1.074,1.82,1.82,1.83,1.83,0,0,-0.617,15.845,4.526, , , ,3.009,-0.239,0,1.322,16.692,16.919,33.785, , , , , , , , , , , , ,223.027,0,48.812,48.812,48.812,48.812,48.812,517.28,1.387,49.821,16.036,0,1.391,-133.492,346.61,0,0,346.61,0, ,0, ,0,0,0,0,-15.6,0,0,35.027,35.027,35.027,330.839,0,0,11.631,1.116,11.631,0,859.75,372.899,0,0,0,0,0,4.61,3.927,3.353,3.068,2.852,17.81,5.448,0,48.812,48.812, , ,1.437,0.05,0, , , ,-78.164,0,75.776,79.876,1.83,1.82,0.007,0,1.577,0.105,12.43,0.157,6.82,2.154,2.199,24.99,30.59,11.96,25.58,24.51,26.58,2.89,46.27,75.741,65.566,10.175,0,0,0, , , , , , , , ,0,53.759,23.528,53.759,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,374.9,0,-0.607,-79.145, , ,357.749,-11.127,357.749, ,386.634, ,2114.979, , , , ,2114.979, , ,486.851,0, , , , ,0,48.812,1.82,1.83,0, , , , ,0,0,1.095,6.065, ,486.851,8.145,0,1.116, ,0,0, ,0,0,4.486,-0.227,0.227,31.775,0, ,12.066, ,-4.658,-4.41,-0.113,-4.846,0,-0.323,27.749,2.922,18.463,21.239,2.776,0,0,7.948,23.422,0,1.104,26.929,0,2.309,2.257, , ,0,0,0.359,0.307,0,0,2,1,0.2,436.953, , , , , , ,0,0,1.472, ,2035.103, ,3.595,0,4.4,143.151, ,4520,452030,45,45203030,423430,5045,190,940,B+
